stop_id,stop_name,stop_lat,stop_lon
1518,Ferrum Agro,56.96953,24.37367
1519,Ferrum Agro,56.96959,24.37377
5032,Ulbrokas vidusskola,56.92910,24.32064
5003,11.novembra krastmala,56.94577,24.10541
1025a,13.janvāra iela,56.94543,24.11311
1025b,13.janvāra iela,56.94571,24.11373
1025,13.janvāra iela,56.94562,24.11349
1251a,Autoosta,56.94639,24.11635
1251b,Autoosta,56.94621,24.11589
0529,Jaunciema 8.šķērslīnija,57.03792,24.18472
0173,Jaunciema kapi,57.04154,24.18861
1297,Bauskas šoseja,56.88129,24.16033
5259,Pagrieziens uz Baložiem,56.88551,24.15430
1296,Pagrieziens uz Baložiem,56.88442,24.15526
5323,Rāmava,56.88995,24.14813
5322,Rāmava,56.89110,24.14684
6445,Titurga,56.88204,24.15863
2038,Aristida Briāna iela,56.96286,24.12589
2032,K.Valdemāra iela,56.96291,24.12541
2039,Miera iela,56.96539,24.13254
0003,A.Čaka iela,56.96361,24.14962
0182,Dzirnavu iela,56.95058,24.12535
0114,Dzirnavu iela,56.95064,24.12520
0148,Ģertrūdes iela,56.95363,24.13146
2063,Ģertrūdes iela,56.95335,24.13082
0273,Matīsa iela,56.95654,24.13698
0270,Matīsa iela,56.95639,24.13647
0345,Pērnavas iela,56.96325,24.14954
0470,Tallinas iela,56.95896,24.14143
0469,Tallinas iela,56.95934,24.14199
5342,A.Saharova iela,56.94603,24.20855
5343,A.Saharova iela,56.94664,24.20523
5035a,Baltinavas iela,56.94320,24.23254
5036a,Baltinavas iela,56.94340,24.23110
0090,Dārzciema iela,56.94944,24.18412
5088,Dārzciema iela,56.94890,24.18737
0098,Daugavas stadions,56.95332,24.15537
5090,Daugavas stadions,56.95328,24.15477
5140,Ilūkstes iela,56.94743,24.19842
5141,Ilūkstes iela,56.94810,24.19430
9095,Kaivas iela,56.94398,24.24129
9096,Kaivas iela,56.94413,24.23991
0245,Lienes iela,56.95353,24.14738
0244,Lienes iela,56.95365,24.14774
5197,Liepiņas,56.94422,24.22229
5198,Liepiņas,56.94460,24.22103
0310,Nīcgales iela,56.95110,24.17079
0308,Nīcgales iela,56.95101,24.17224
9100,Ulbrokas iela 13,56.94587,24.21135
9101,Ulbrokas iela 13,56.94541,24.21344
7990,Viršu iela,56.95038,24.17627
7991,Viršu iela,56.95041,24.17666
0218,Kreimeņu iela,57.03605,24.09705
0255,"Kultūras pils ""Ziemeļblāzma""",57.03509,24.10036
0254,Martas Rinkas iela,57.03446,24.10240
0283,Melīdas iela,57.03227,24.10902
0282,Melīdas iela,57.03157,24.10997
5456,A.Deglava iela,56.94483,24.20657
5470,A.Saharova iela,56.94396,24.20571
5455,Akadēmiķa M.Keldiša iela,56.94170,24.20522
5471,Akadēmiķa M.Keldiša iela,56.94074,24.20434
0493,Pavasara gatve,56.93406,24.20199
0492,Pavasara gatve,56.93297,24.20106
0394,Rudens iela,56.93786,24.20314
0393,Rudens iela,56.93727,24.20334
5042,Beberbeķi,56.92646,23.91496
5041,Beberbeķi,56.92813,23.91622
5081,Dabas parks,56.93667,23.91854
5080,Dabas parks,56.93688,23.91910
4131,Pagrieziens uz Piņķiem,56.94603,23.92306
4132,Pagrieziens uz Piņķiem,56.94404,23.92294
7749a,Abrenes iela,56.94606,24.13053
7749,Abrenes iela,56.94606,24.13001
7749b,Abrenes iela,56.94607,24.13104
7749c,Abrenes iela,56.94602,24.13139
7749d,Abrenes iela,56.94595,24.13168
1613,Bukulti,57.02085,24.25880
1668,Lejasvīganti,57.00675,24.26126
1669,Lejasvīganti,57.00672,24.26116
2045,Āgenskalna iela,56.94591,24.06205
2046,Āgenskalna priedes,56.94459,24.05949
2094,Aizkraukles iela,56.97558,24.18760
2099,Aizkraukles iela,56.97530,24.18336
2093,"Slimnīca ""Linezers""",56.97710,24.19293
0196,Akadēmiķa M.Keldiša iela,56.94045,24.19660
0005,Dzeņu iela,56.93912,24.20657
0004,Dzeņu iela,56.93943,24.20665
0032,Bākas iela,57.05224,24.06924
0031,Bākas iela,57.05202,24.06830
1072,Anniņmuižas bulvāris,56.95990,24.01233
1085,Anniņmuižas bulvāris,56.96003,24.01380
1077,Anniņmuižas parks,56.95402,24.00860
1084,Anniņmuižas parks,56.95538,24.00893
1071,Kleistu iela,56.96024,24.01804
1086,Kleistu iela,56.95885,24.02189
1433,P.Lejiņa iela,56.94699,24.01210
8069,P.Lejiņa iela,56.94612,24.01144
1432,Priedaines iela,56.94300,24.01762
1431,Priedaines iela,56.94359,24.01609
1537,Apuzes iela,56.93373,24.03027
1427,Jūrkalnes iela,56.93948,24.02227
1428,Jūrkalnes iela,56.93929,24.02242
1429,Šampētera iela,56.93788,24.02483
1430,Šampētera iela,56.93736,24.02542
1403,Asītes iela,56.92182,24.07433
0013,Airu iela,57.04760,24.09548
0014,Airu iela,57.04779,24.09624
0030,Atlantijas iela,57.03779,24.08740
0029,Atlantijas iela,57.03652,24.08643
0337,Ķīļu iela,57.05023,24.10164
0336,Pagrieziens uz Vecmīlgrāvi,57.05054,24.10184
0215,Vecdaugavas iela,57.04450,24.09218
0214,Vecdaugavas iela,57.04459,24.09203
0089,Vecmīlgrāvja D/P,57.04188,24.08950
0088,Vecmīlgrāvja D/P,57.04198,24.08883
0009,Dārziņi,56.89565,24.17327
8015,Mākoņkalns,56.89501,24.16568
8016,Mākoņkalns,56.89506,24.16515
2076,Avotu iela,56.95066,24.13278
2069,Bruņinieku iela,56.95228,24.14022
0272,Matīsa iela,56.95291,24.14361
2070,Stabu iela,56.95149,24.13640
2077,Stabu iela,56.95159,24.13736
2033,Baložu iela,56.94571,24.07205
1307,Pagrieziens uz Baložiem,56.88461,24.15328
1316,Sūkņu stacija,56.88353,24.14728
1308,Sūkņu stacija,56.88349,24.14686
0041,Baltāsbaznīcas iela,57.03630,24.09110
5010,Āgenskalna tirgus,56.93569,24.07240
5011,Āgenskalna tirgus,56.93571,24.07280
1112,E.Smiļģa iela,56.93682,24.07786
1242,E.Smiļģa iela,56.93665,24.07701
5136,Bišumuiža,56.91498,24.14039
5137,Bišumuiža,56.91408,24.14151
1280,Doles iela,56.91584,24.13235
1281,Doles iela,56.91595,24.13443
5294,Jāņa Čakstes gatve,56.90852,24.14607
1264,Koku iela,56.92221,24.09564
1269,Koku iela,56.92208,24.09572
1277,Mazā Stērstu iela,56.91374,24.11830
5295,Piena kombināts,56.91124,24.14529
5324,Rāmava,56.89176,24.14820
1292,Sarma,56.89581,24.14746
1293,Sarma,56.89716,24.14737
1274,Skaistkalnes iela,56.91782,24.10387
1275,Skaistkalnes iela,56.91795,24.10361
1272,Stērstu iela/CSDD,56.91473,24.11341
1273,Stērstu iela/CSDD,56.91500,24.11242
1286,Štrausi,56.90696,24.14627
1287,Štrausi,56.90580,24.14630
5424,Valdlauču centrs,56.90251,24.14668
1289,Valdlauču centrs,56.90124,24.14673
1278,Ziepniekkalna iela,56.91409,24.12139
1279,Ziepniekkalna iela,56.91510,24.12282
1070,Bebru iela,56.95753,24.02616
1087,Bebru iela,56.95743,24.02830
0342,Berģuciems,56.97801,24.30995
0129,Ezerkrasti,56.97945,24.30556
0174,Jaunības iela,56.98564,24.29746
0175,Jaunības iela,56.98560,24.29734
0241,Lejasciema iela,56.98333,24.30016
0240,Lejasciema iela,56.98313,24.30057
0258,Mākoņu iela,56.97986,24.30494
0390,Rožu iela,56.99773,24.27706
0389,Rožu iela,56.99772,24.27688
0464,Tadenavas iela,56.98725,24.29476
0463,Tadenavas iela,56.98764,24.29430
0332,Upesciema iela,56.99008,24.29103
0333,Upesciema iela,56.99033,24.29105
0021,Vējdzirnavu iela,56.99486,24.28172
0022,Vējdzirnavu iela,56.99526,24.28109
1514,Bebrenes iela,56.95749,24.29319
1527,Bebrenes iela,56.95755,24.29304
1512,"Bērnu slimnīca ""Gaiļezers""",56.95620,24.25645
1529,"Bērnu slimnīca ""Gaiļezers""",56.95631,24.25438
0055,Biķernieku iela,56.97262,24.16851
0188,Biķernieku mežs,56.96504,24.20954
0187,Biķernieku mežs,56.96566,24.20741
1513,Brekši,56.95709,24.28788
1528,Brekši,56.95725,24.28729
1531,Burtnieku iela,56.96967,24.18460
1532,Burtnieku iela,56.96990,24.18279
1511,"Ķeguma iela/Stacionārs ""Biķernieki""",56.96804,24.19391
1530,"Ķeguma iela/Stacionārs ""Biķernieki""",56.96792,24.19503
1510,Laimdotas iela,56.96899,24.18829
1515,Nautrēnu iela,56.95925,24.29861
1526,Nautrēnu iela,56.95900,24.29753
1516,"Papīrfabrika ""Jugla""",56.96075,24.30231
1525,"Papīrfabrika ""Jugla""",56.96082,24.30218
0378,Ratnieki,56.95742,24.24000
0379a,Ratnieki,56.95803,24.23653
0409,S.Eizenšteina iela,56.95951,24.23039
0407,S.Eizenšteina iela,56.95910,24.23236
0456,Struktoru iela,56.97145,24.17327
0465,Tālivalža iela,56.97075,24.17786
1509,Tālivalža iela,56.97039,24.17970
1290a,Brīvības piemineklis,56.95243,24.11434
1290b,Brīvības piemineklis,56.95214,24.11388
0194,Esplanāde,56.95347,24.11597
0194b,Esplanāde,56.95384,24.11657
0194c,Esplanāde,56.95322,24.11558
1490,Tērbatas iela,56.95303,24.11615
0006,Alfa,56.98381,24.20178
0038,Bajāru iela,56.97635,24.17693
0039,Bajāru iela,56.97605,24.17567
0227,Berģi,56.99897,24.27358
0228,Berģi,56.99927,24.27352
0057,Brīvdabas muzejs,56.99625,24.26476
0056,Brīvdabas muzejs,56.99662,24.26464
0112,Dzērbenes iela,56.98105,24.19237
0111,Dzērbenes iela,56.98078,24.19117
0419,Gustava Zemgala gatve,56.97371,24.16807
0418,Gustava Zemgala gatve,56.97382,24.16873
0180,Juglas iela,56.98901,24.23837
0181,Juglas iela,56.98996,24.24245
0222,Krustabaznīcas iela,56.98231,24.19657
0221,Krustabaznīcas iela,56.98191,24.19489
0301,Mārkalnes iela,56.98809,24.23085
2024,Palmu iela,56.97790,24.18204
0455,Struktoru iela,56.97524,24.17341
2018,Šmerlis,56.98484,24.20858
0436,Šmerļa iela,56.98551,24.20957
2018a,Šmerļa iela,56.98510,24.20876
0045,Tirzas iela,56.98718,24.22308
0399,VEF,56.97107,24.15931
0400,VEF,56.97188,24.16271
0208,Zemitāna laukums,56.97921,24.18637
0207,Zemitāna laukums,56.97918,24.18598
0081,Cēsu iela,56.96554,24.14331
0080,Cēsu iela,56.96584,24.14369
0145,Ģertrūdes iela,56.95676,24.12194
7987,Ģertrūdes iela,56.95663,24.12204
0219,K.Barona iela,56.96786,24.14997
0220,K.Barona iela,56.96789,24.14961
2023,K.Barona iela,56.96797,24.15031
0269,Matīsa iela,56.96029,24.13050
0268,Matīsa iela,56.96027,24.13084
2020,Matīsa iela,56.95996,24.12951
2021,Matīsa iela,56.96000,24.13012
0466,Tallinas iela,56.96246,24.13588
0468,Tallinas iela,56.96329,24.13755
2022,Tallinas iela,56.96272,24.13653
1494,A.Čaka iela,56.95447,24.13523
1496,Brīvības iela,56.95861,24.12714
5463,Rīgas 1.slimnīca,56.96013,24.12469
1495,Tērbatas iela,56.95702,24.13023
1171,Vakarbuļļi,57.00100,23.94337
0637,Buļļu iela,56.96477,24.05906
1220,Buļļu iela,56.96648,24.05547
0615,Dzirciema iela,56.96475,24.05937
1221,Dzirciema iela,56.96598,24.05635
1208,Garā iela,56.96898,24.05030
1209,Garā iela,56.96860,24.05110
1051,Kleistu iela,56.97595,24.03262
1053,Kleistu iela,56.97577,24.03330
1052,Lāčupes kapi,56.97733,24.02668
1202,Lāčupīte,56.97504,24.03644
1203,Lāčupīte,56.97517,24.03637
0614,Saldus iela,56.96213,24.06358
0638,Saldus iela,56.96168,24.06491
1206,Saulgožu iela,56.96970,24.04722
1207,Spilves iela,56.96963,24.04860
1204,Virbu iela,56.97233,24.04089
1205,Virbu iela,56.97152,24.04234
2055,Jelgavas iela,56.93174,24.09953
1520,Mucenieki,56.96005,24.37555
8019,Pagrieziens uz Muceniekiem,56.95996,24.37566
1300,Ādiņas,56.87965,24.17274
1301,Ādiņas,56.87988,24.17376
1303,Dzelzskalni,56.88334,24.18310
1306,Dzelzskalni,56.88339,24.18291
1304,Kalnavoti,56.88319,24.18970
8056,Kalnavoti,56.88314,24.18970
1305,Katlakalns,56.88444,24.19306
1298,Vidēji,56.87967,24.16756
1299,Vidēji,56.87971,24.16778
8067,Mucenieki,56.95887,24.37973
2112,Brīvības iela,56.96305,24.13597
0467,Tallinas iela,56.96273,24.13567
0033,Augstrozes iela,56.98333,24.16018
0315,Čiekurkalna 2.šķērslīnija,56.98264,24.16653
0350,Čiekurkalna 5.šķērslīnija,56.98296,24.17354
0028,Čiekurkalna 8. šķērslīnija,56.98322,24.18106
0316,Čiekurkalna 2.šķērslīnija,56.98552,24.16613
0082,Čiekurkalna 4.šķērslīnija,56.98577,24.17099
0423,Čiekurkalna 6.šķērslīnija,56.98607,24.17726
0104,Čiekurkalna 9.šķērslīnija,56.98635,24.18285
1380,Dauguļu iela,56.92144,24.04650
1381,Dauguļu iela,56.92144,24.04537
0139,Ganību dambis,56.98841,24.12306
0140,Ganību dambis,56.98851,24.12278
0091,Dārzciema iela,56.93270,24.18190
1503,Dārzciema iela,56.94488,24.18275
0352,Pildas iela,56.94136,24.18163
1508,Pildas iela,56.94216,24.18216
5469,Sesku iela,56.94533,24.18328
0454,Strautu iela,56.93734,24.18209
0453,Strautu iela,56.93850,24.18237
0094,Dārziņi,56.85944,24.29716
0533,Dārziņu 27.līnija,56.86790,24.27810
0534,Dārziņu 27.līnija,56.86822,24.27793
0538,Dārziņu 38.līnija,56.86107,24.28593
0537,Dārziņu 38.līnija,56.86186,24.28457
0540,Dārziņu 46.līnija,56.85989,24.29089
0541,Dārziņu 46.līnija,56.85995,24.29125
0411,Sakņu iela,56.86331,24.28268
0410,Sakņu iela,56.86345,24.28237
5204,Mārupes novada dome,56.90574,24.05568
5205,Mārupes novada dome,56.90595,24.05616
5315,Purmaļi,56.89765,24.03487
5316,Purmaļi,56.89768,24.03548
5361,Senči,56.89983,24.04377
5362,Senči,56.90003,24.04500
5438,Vizmas,56.89058,24.00593
5440,Zaigas,56.89432,24.02077
5441,Zaigas,56.89442,24.02160
5091,Daugavgrīvas iela,56.94507,24.08178
1226,Dzegužkalns,56.96220,24.07116
1227,Dzegužkalns,56.96120,24.07073
1228,Iļģuciems,56.96578,24.07159
1229,Iļģuciems,56.96597,24.07146
0612,Kliņģeru iela,56.95329,24.07043
0640,Kliņģeru iela,56.95293,24.07030
1129,Lidoņu iela,56.97111,24.07343
1130,Lidoņu iela,56.97145,24.07331
1135,Pagrieziens uz Voleriem,56.98866,24.08296
1133,Podraga iela,56.97798,24.07999
1134,Podraga iela,56.97855,24.08096
1131,Spilves lidlauks,56.97415,24.07559
1132,Spilves lidlauks,56.97494,24.07620
0613,Ūdens iela,56.95628,24.07041
0639,Ūdens iela,56.95523,24.06984
1144,Beķermuiža,57.00613,24.07626
1145,Beķermuiža,57.00686,24.07580
1148,Guberņciems,57.01817,24.05725
1149,Guberņciems,57.01836,24.05605
1141,Pagrieziens uz Voleriem,56.98923,24.08215
1142,Voleri,56.99799,24.07713
1143,Voleri,56.99872,24.07723
1146,Zilā iela,57.01311,24.06934
1147,Zilā iela,57.01212,24.07089
0106,Duntes iela,56.99232,24.12559
8005,Laktas iela,56.97934,24.13657
8006,Laktas iela,56.97830,24.13601
0318,Ozolaine/Jūras medicīnas centrs,56.98733,24.13300
0317,Ozolaine/Jūras medicīnas centrs,56.98653,24.13385
0486,Tilta iela,56.99243,24.12558
0482,Traumatoloģijas un ortopēdijas slimnīca,56.98378,24.13604
0483,Traumatoloģijas un ortopēdijas slimnīca,56.98292,24.13627
7992,Vītolu iela,56.98891,24.13062
2016,Vītolu iela,56.99035,24.12953
0445,Gustava Zemgala gatve,56.96253,24.17099
0161,Ilūkstes iela,56.95550,24.19729
0156,Ilūkstes iela,56.95556,24.19890
0280,Mēbeļu nams,56.95636,24.19119
0279,Mēbeļu nams,56.95668,24.19113
0306,Nīcgales iela,56.95969,24.17672
0371,Purvciems,56.95433,24.20553
0372,Purvciems,56.95478,24.20480
0309,Stirnu iela,56.95899,24.18050
0450,Stirnu iela,56.95860,24.18086
1165,Attīrīšanas iekārtas,57.02888,23.99725
1177,Attīrīšanas iekārtas,57.02955,23.99850
1168,Dzelmes iela,57.01429,23.97749
1174,Dzelmes iela,57.01455,23.97849
1163,Memmes pļava,57.03509,24.01232
1179,Memmes pļava,57.03500,24.01272
1166,Roņu iela,57.02133,23.99277
1176,Roņu iela,57.02156,23.99318
1169,Vētras iela,57.01308,23.97513
1173,Vētras iela,57.01293,23.97487
1167,Zēģeļu iela,57.01789,23.98585
1175,Zēģeļu iela,57.01768,23.98562
1164,Ziemeļupe,57.03398,24.00362
1178,Ziemeļupe,57.03422,24.00575
1118,Botāniskais dārzs,56.95204,24.05391
1236,Botāniskais dārzs,56.94968,24.05440
1126,Buļļu iela,56.96695,24.05778
1235,Dārza iela,56.95287,24.05353
1214,Dzirciema iela,56.97797,24.05462
1212,Dzirciema iela 119,56.97406,24.05583
1217,Dzirciema iela 119,56.97404,24.05572
1233,Mazā Stacijas iela,56.95958,24.05224
1215,Nordeka,56.97681,24.05505
1119,Sēlpils iela/Donoru centrs,56.95693,24.05248
1234,Sēlpils iela/Donoru centrs,56.95615,24.05262
1124,Slokas iela,56.96144,24.05387
0616,Vaidelotes iela,56.96418,24.05568
0636,Vaidelotes iela,56.96335,24.05526
2072,Dzirnavu iela,56.94891,24.12561
1600,E.Birznieka-Upīša iela,56.94864,24.12439
2071,Lāčplēša iela,56.94978,24.13127
2075,Visvalža iela,56.94917,24.12791
9090,Ē.Valtera iela,56.94559,24.23705
0235,Langstiņi,57.01006,24.32632
0237,Lapsukalni,56.98702,24.33785
0236,Lapsukalni,56.98716,24.33802
0192,Mediķu iela,57.00384,24.33165
0191,Mediķu iela,57.00390,24.33180
0495,Upesciems,56.98214,24.33773
0494,Upesciems,56.98193,24.33773
0518,Ziemeļnieki,56.99558,24.33508
0519,Ziemeļnieki,56.99583,24.33522
7984,Elizabetes iela,56.95825,24.10808
5464,K.Valdemāra iela,56.95683,24.11296
0124,Emmas iela,57.03368,24.11843
0108,Gāles iela,57.03352,24.11855
0349,Vecmīlgrāvja 5.līnija,57.03117,24.11383
0348,Vecmīlgrāvja 5.līnija,57.03097,24.11365
0361,Aizsardzības akadēmija,56.99379,24.17769
8074,Aizsardzības akadēmija,56.99323,24.18080
0131,Krustabaznīcas iela,56.99239,24.18576
4001,Krustabaznīcas iela,56.99230,24.18705
0211,Ķīšezera iela,56.99533,24.17228
0210,Ķīšezera iela,56.99461,24.17310
0290,Meža prospekts,57.00646,24.16541
0422,Saules dārzs,57.00168,24.17047
0421,Saules dārzs,57.00167,24.16992
0485,Sporta bāze,57.00387,24.16842
0484,Sporta bāze,57.00360,24.16865
0458,Sudrabu Edžus iela,56.99821,24.17099
0457,Sudrabu Edžus iela,56.99895,24.17039
8014,Daugavgrīvas cietoksnis,57.04272,24.03561
1183,Daugavgrīvas cietoksnis,57.04240,24.03555
0242,Lielvārdes iela,56.96149,24.19829
0243,Lielvārdes iela,56.96139,24.19753
1150,Silikātu iela,57.02885,24.04646
1151,Silikātu iela,57.02797,24.04679
0527,"Slimnīca ""Gaiļezers""",56.96802,24.23979
2118,Centrāltirgus,56.94476,24.12039
7985,1.trolejbusu parks,56.98780,24.12156
7986,1.trolejbusu parks,56.98693,24.12113
0252,Lugažu iela,56.97479,24.11199
0253,Lugažu iela,56.97385,24.11100
0346,Pētersalas iela,56.96866,24.10696
0347,Pētersalas iela,56.96901,24.10708
0134,Rāmuļu iela,56.98582,24.12091
0136,Rāmuļu iela,56.98509,24.12019
0374,Rankas iela,56.98015,24.11637
0375,Rankas iela,56.97877,24.11502
0387,"Rūpnīca ""RER""",56.99090,24.12200
0388,"Rūpnīca ""RER""",56.99119,24.12231
0500,Vecāķi,57.07681,24.10986
0015,Aizsaules iela,56.98165,24.14872
9105,Čiekurkalna 3.šķērslīnija,56.98730,24.16711
0428,Jāņa Poruka vidusskola,56.98466,24.15759
0473,Tēraudlietuves iela,56.98264,24.15164
8050,Stūrmaņu iela,57.03339,24.04856
8012,Stūrmaņu iela,57.03402,24.04786
0079,Centrālā stacija,56.94568,24.11930
0078,Centrāltirgus,56.94533,24.11950
0078b,Centrāltirgus,56.94451,24.12119
0113,Dzirnavu iela,56.94196,24.12790
0149,Gogoļa iela,56.94210,24.12950
1444,Zantes iela,56.94418,24.01256
1445,Zantes iela,56.94406,24.01157
1472,Acone,56.91464,24.28569
1474,Acone,56.91482,24.28417
1469,Ciemats,56.91374,24.25791
1477,Ciemats,56.91384,24.25660
1470,Dārziņi,56.91408,24.26698
1476,Dārziņi,56.91418,24.26562
1464,Granīta iela,56.90859,24.21208
1466,Granīta iela 13,56.91271,24.22946
1480,Granīta iela 13,56.91279,24.22871
1552,Granīta iela 5,56.91250,24.22399
1553,Granīta iela 5,56.91259,24.22260
1482,Krustpils iela,56.90887,24.21221
1465,Malēju iela,56.91169,24.21712
1481,Malēju iela,56.91161,24.21666
1467,Rožkalni,56.91299,24.23725
1479,Rožkalni,56.91306,24.23599
1468,Stūraiņu iela,56.91327,24.24495
1478,Stūraiņu iela,56.91338,24.24430
1473,TEC- 2,56.91503,24.29088
1471,TEC- 2 pārvalde,56.91439,24.27648
1475,TEC- 2 pārvalde,56.91451,24.27512
2104,Graudu iela,56.91135,24.10248
2106,Līvciema iela,56.90866,24.09723
2109,Līvciema iela,56.90931,24.09878
0085,Čiekurkalna stacija,56.97878,24.16345
0086,Čiekurkalna stacija,56.97849,24.16325
0447,Stārķu iela,56.96431,24.16883
2003,A.Čaka iela,56.95256,24.13128
2008,A.Čaka iela,56.95345,24.12987
2004,Avotu iela,56.95065,24.13471
2007,Avotu iela,56.95136,24.13364
2002,K.Barona iela,56.95515,24.12663
2010,K.Barona iela,56.95475,24.12754
2005,Valmieras iela,56.94742,24.14055
5133,Ģimnastikas iela,56.91946,24.07416
0054,Biķernieku iela,56.95891,24.23818
0151,Hipokrāta iela,56.95979,24.23837
0542,Mežciema pamatskola,56.96243,24.23852
0543,Mežciema pamatskola,56.96334,24.23874
8030,Mežciems,56.97074,24.24280
0528,"Slimnīca ""Gaiļezers""",56.96683,24.24017
7988,"Slimnīca ""Gaiļezers""",56.96836,24.24142
0109,"Stacionārs ""Biķernieki""",56.96643,24.19896
0446,Stārķu iela,56.96550,24.16678
1170,Pludmale,57.01663,23.96983
1172,Pludmale,57.01605,23.97139
0107,Dzelzavas iela,56.95384,24.19930
0476,Sesku iela,56.94518,24.19585
0479,Sesku iela,56.94719,24.19604
0159,Varavīksnes gatve,56.95340,24.19895
0157,Zemes iela,56.94246,24.19548
5030,Āvas,56.92921,24.31668
5031,Āvas,56.92978,24.31545
5062,Brasliņas,56.93344,24.30794
5063,Brasliņas,56.93386,24.30760
5143,Institūts,56.94281,24.28446
5142,Institūts,56.94311,24.28369
5406,Ulbroka,56.94052,24.29210
2086,Latvijas Universitāte,56.95096,24.11542
2067,J.Asara iela,56.95625,24.15230
2068,Lienes iela,56.95377,24.14677
2078,Lienes iela,56.95397,24.14748
0536,Dārziņu 29.līnija,56.86186,24.27614
0535,Dārziņu 29.līnija,56.86192,24.27634
0539,Dārziņu 38.līnija,56.86142,24.28424
0096,Jāņogu iela,56.86296,24.26872
0123,Āliņģu iela,57.03527,24.11839
0125,Āliņģu iela,57.03524,24.11819
0355,Jaunciema 1.šķērslīnija,57.05048,24.17211
0356,Jaunciema 1.šķērslīnija,57.05068,24.17222
0102,Jaunciema 10.šķērslīnija,57.03184,24.18769
0103,Jaunciema 10.šķērslīnija,57.03204,24.18777
0133,Jaunciema 2.šķerslīnija,57.04570,24.17339
0135,Jaunciema 2.šķerslīnija,57.04600,24.17357
0083,Jaunciema 4.šķērslīnija,57.04173,24.17343
0084,Jaunciema 4.šķērslīnija,57.04245,24.17345
0501,Jaunciema 6.šķērslīnija,57.03949,24.17524
0508,Jaunciema 6.šķērslīnija,57.03863,24.17563
0118,Jaunciema gatve 233,57.04323,24.11498
0119,Jaunciema gatve 233,57.04326,24.11477
0184,Kalēji,57.05250,24.13859
0183,Kalēji,57.05261,24.13743
0212,Klipiņas,57.01292,24.23224
0213,Klipiņas,57.01283,24.23243
0226,Kūdras bāze,57.00451,24.25212
0225,Kūdras bāze,57.00453,24.25171
0293,Langa,57.05277,24.14381
0294,Langa,57.05293,24.14477
0247,Līgeri,57.05139,24.12800
0246,Līgeri,57.05100,24.12716
0475,Mīlgrāvja  tilts,57.03192,24.13409
0474,Mīlgrāvja tilts,57.03101,24.13559
0295,Milnas,57.00920,24.24367
0296,Milnas,57.00925,24.24338
0072,Niedru iela,57.04568,24.11969
0073,Niedru iela,57.04537,24.11905
0319,Ozoli,57.04830,24.12372
0320,Ozoli,57.04877,24.12395
0322,Ozolkalni,57.01185,24.22056
0321,Ozolkalni,57.01176,24.22090
0068,Pagrieziens uz Bukultiem,57.00367,24.25923
0069,Pagrieziens uz Bukultiem,57.00360,24.25918
0328,Pagrieziens uz Carnikavu,57.05291,24.15608
0329,Pagrieziens uz Carnikavu,57.05299,24.15394
0185,Pagrieziens uz Jaunciema kapiem,57.03660,24.18448
0186,Pagrieziens uz Jaunciema kapiem,57.03696,24.18279
0460,Suži,57.01860,24.20791
8004,Suži,57.01884,24.20810
0517,Ziemeļblāzma,57.03941,24.11285
0516,Ziemeļblāzma,57.03890,24.11311
0522,Zundagi,57.05257,24.16823
0521,Zundagi,57.05236,24.16941
1266,Bieķensalas iela,56.93101,24.09869
1267,Bieķensalas iela,56.93021,24.09775
2050,Jelgavas iela,56.92367,24.09030
1265,Satiksmes iela,56.92693,24.09296
1268,Satiksmes iela,56.92675,24.09276
2051,Vienības gatve,56.92356,24.09001
0441,Zemitānu stacija,56.96478,24.15670
0443,Zemitānu stacija,56.96495,24.15611
0052,"Bērnu slimnīca ""Gaiļezers""",56.95877,24.25277
0053,"Bērnu slimnīca ""Gaiļezers""",56.95977,24.25302
0363,Ciemupes iela,56.98829,24.24415
0177,Jugla,56.97539,24.25444
0176,Jugla,56.97657,24.25453
0339,Pāles iela,56.98676,24.24812
0338,Pāles iela,56.98531,24.24798
0165,Strazdumuižas internātskola,56.98258,24.25132
0166,Strazdumuižas internātskola,56.98277,24.25069
0649,Irlavas iela,56.94342,24.02853
0650,Mikus iela,56.94300,24.02774
0645,Zasulauka depo,56.94510,24.03437
0646,Zasulauka depo,56.94509,24.03401
1457,Anniņmuižas parks,56.95356,24.00995
1456,Anniņmuižas parks,56.95348,24.01100
1452,Beberbeķu iela,56.95371,23.97203
1551,Beberbeķu iela,56.95394,23.97189
1042,Botāniskais dārzs,56.95139,24.05274
1090,Botāniskais dārzs,56.95119,24.05514
1550,Ceļš uz Vārnukrogu,56.95976,23.95258
1078,Dubultu iela,56.95343,24.00414
1083,Dubultu iela,56.95341,24.00551
1449,Ērkšķu iela,56.95349,23.99015
1455,Ērkšķu iela,56.95344,23.99078
1460,Imantas 7.līnija,56.95227,24.02298
1461,Imantas 7.līnija,56.95230,24.02425
1462,Kooperatīva iela,56.95220,24.02931
1463,Kooperatīva iela,56.95213,24.03037
1043,Kurzemes prospekts,56.95214,24.03689
1089,Kurzemes prospekts,56.95204,24.03651
1451,Ķiburgas iela,56.95374,23.97869
1453,Ķiburgas iela,56.95366,23.97973
1450,Lazdu iela,56.95359,23.98530
1454,Lazdu iela,56.95359,23.98307
1458,Pedagoģijas fakultāte,56.95310,24.01623
1459,Pedagoģijas fakultāte,56.95293,24.01682
1079,Zolitūdes iela,56.95325,23.99809
1082,Zolitūdes iela,56.95323,23.99900
