VehicleMessageID,SentDate,VehicleID,SendingReason,Odometer,WGS84Fi,WGS84La,Delay,Gyro,Speed,ShiftID,TripID
868757597,2018-11-23 05:58:19.000,63,10,2056,"56,97346","24,11077",-1,202,30,466,416011
868757790,2018-11-23 05:58:06.000,63,7,1993,"56,97399","24,11112",-1,205,0,466,416011
868757876,2018-11-23 05:58:00.000,63,6,1993,"56,97399","24,11112",-1,205,0,466,416011
868758045,2018-11-23 05:57:49.000,63,12,1966,"56,97421","24,11129",-1,203,25,466,416011
868758085,2018-11-23 05:58:50.000,63,1,2421,"56,97047","24,10828",-1,202,42,466,416011
868758594,2018-11-23 05:59:20.000,63,8,2598,"56,96902","24,10709",-2,203,0,466,416011
868758876,2018-11-23 05:59:02.000,63,12,2544,"56,96947","24,10744",-1,204,35,466,416011
868759529,2018-11-23 06:00:00.000,63,1,2791,"56,96734","24,10654",-2,180,24,466,416011
868760029,2018-11-23 05:59:28.000,63,10,2645,"56,96862","24,10686",-2,205,30,466,416011
868760252,2018-11-23 06:00:59.000,63,8,3268,"56,96307","24,10597",-1,191,0,466,416011
868760707,2018-11-23 06:00:30.000,63,1,3035,"56,96516","24,1063",-1,183,38,466,416011
868760878,2018-11-23 06:01:29.000,63,1,3268,"56,96307","24,10597",-1,191,0,466,416011
868761565,2018-11-23 06:01:54.000,63,12,3376,"56,96211","24,10581",-1,185,20,466,416011
868761855,2018-11-23 06:02:42.000,63,1,3715,"56,95907","24,10564",-1,186,24,466,416011
868762392,2018-11-23 06:02:12.000,63,10,3445,"56,96149","24,10578",-1,178,23,466,416011
868762776,2018-11-23 06:02:50.000,63,8,3737,"56,95888","24,10567",-1,188,0,466,416011
868763082,2018-11-23 06:03:38.000,63,12,3807,"56,95829","24,10596",0,145,25,466,416011
868763300,2018-11-23 06:03:25.000,63,17,3740,"56,95885","24,10567",0,192,6,466,416011
